[-0.4471637   8.25664139 -0.14433141]
[-0.41833991  8.25815201  0.14433141]
[-0.42298359  8.34981918  0.4381566 ]
[-0.41763169  8.24417114 -0.14408706]
[-0.38885161  8.24557877  0.14408706]
[-0.39327019  8.33927441  0.43752858]
[-0.38828644  8.23359394 -0.14387764]
[-0.35945621  8.23290062  0.14384273]
[-0.36354849  8.32662868  0.43679589]
[-0.35902011  8.22291279 -0.14366822]
[-0.33023432  8.22211742  0.14363329]
[-0.33399999  8.31587315  0.43616784]
[-0.32983309  8.21212769 -0.14345878]
[-0.30109215  8.21123028  0.14342389]
[-0.30453101  8.3050127   0.43553981]
[-0.30072576  8.20123863 -0.14324935]
[-0.27202997  8.20024014  0.14321445]
[-0.27514195  8.29404926  0.43491182]
[-0.27169845  8.19024658 -0.14303993]
[-0.24310751  8.19114494  0.14303993]
[-0.24589238  8.28497696  0.43438846]
[-0.24275157  8.17915154 -0.14283049]
[-0.21425186  8.18194866  0.14286539]
[-0.21665722  8.27380562  0.4337604 ]
[-0.21399012  8.1719532  -0.14269087]
[-0.18550877  8.17465019  0.14272578]
[-0.18754837  8.26452732  0.43323705]
[-0.18528192  8.16465378 -0.14255126]
[-0.15681922  8.16725063  0.14258616]
[-0.15854529  8.25714493  0.43281838]
[-0.15662727  8.15725327 -0.14241163]
[-0.12818359  8.15974998  0.14244653]
[-0.12956464  8.24766254  0.43229502]
[-0.12802656  8.14975357 -0.14227203]
[-0.09962668  8.15414906  0.14234182]
[-0.10065213  8.23807907  0.43177164]
[-0.09950453  8.14415169 -0.1421673 ]
[-0.07109298  8.14644814  0.1422022 ]
[-0.07184297  8.2323885   0.43145764]
[-0.07100572  8.13644981 -0.14202768]
[-0.04262473  8.14064884  0.1420975 ]
[-0.0430643   8.22459984  0.43103895]
[-0.04257237  8.13064957 -0.14192297]
[-0.01419783  8.13474846  0.14199278]
[-0.01434088  8.21671104  0.43062022]
[-0.01417689  8.12275028 -0.14178334]
[0.01419434 8.1327486  0.14195786]
[0.01433391 8.21271706 0.43041089]
[ 0.0141734   8.12075043 -0.14174844]
[0.04255143 8.12665081 0.14185317]
[0.04297018 8.20662498 0.43009692]
[ 0.04248861  8.11465263 -0.14164373]
[0.07086612 8.12045383 0.14174844]
[0.07154667 8.19843674 0.4296782 ]
[ 0.07076142  8.10845566 -0.14153901]
[0.09913808 8.11415863 0.14164373]
[0.10009092 8.19214535 0.4293642 ]
[ 0.09901593  8.10416031 -0.14146921]
[0.12739836 8.1097641  0.14157394]
[0.12859212 8.18575478 0.42905018]
[ 0.1272099   8.09776783 -0.1413645 ]
[0.15559077 8.10327148 0.14146921]
[0.15708826 8.18126297 0.42884085]
[ 0.15536043  8.09127617 -0.14125977]
[0.18378478 8.09868145 0.1413994 ]
[0.18555461 8.17667007 0.42863145]
[ 0.18351258  8.08668613 -0.14118998]
[0.21194863 8.09399128 0.14132959]
[0.21399082 8.1719799  0.42842212]
[ 0.2113205   8.07000446 -0.14091073]
[0.24008201 8.08920479 0.14125977]
[0.24239656 8.16719055 0.42821279]
[ 0.23942944  8.06721783 -0.14087582]
[0.26690546 8.0883646  0.14125977]
[0.26934686 8.1623497  0.42800346]
[ 0.26617998  8.06637955 -0.14087582]
[0.29513749 8.08738327 0.14125977]
[0.29776427 8.15936375 0.42789876]
[ 0.29426235  8.06340313 -0.14084092]
[0.32493773 8.09024334 0.14132959]
[0.32758769 8.15622139 0.4277941 ]
[ 0.32381421  8.06227016 -0.14084092]
[0.35326323 8.09105873 0.1413645 ]
[0.35596913 8.15303326 0.42768943]
[ 0.35195482  8.06109047 -0.14084092]
[0.38169253 8.09377098 0.1414343 ]
[0.38433227 8.14974594 0.42758477]
[ 0.38018534  8.06181049 -0.14087582]
[0.41024622 8.09838009 0.14153901]
[0.41267681 8.1463604  0.4274801 ]
[ 0.40842521  8.06243229 -0.14091073]
[0.43883681 8.10288906 0.14164373]
[0.4411104 8.1448698 0.4274801]
[ 0.436674    8.06295395 -0.14094564]
[0.46746379 8.10729694 0.14174844]
[0.46965358 8.14527416 0.42758477]
[ 0.4649314   8.06337738 -0.14098054]
[0.49624905 8.11359978 0.14188807]
[0.49881461 8.15554714 0.42821279]
[ 0.49331912  8.06569672 -0.14105034]
[0.525213   8.12179661 0.14206259]
[0.5280531  8.16571426 0.42884085]
[ 0.52250302  8.0798893  -0.14132959]
[0.5530926  8.13397598 0.14230692]
[0.5562126  8.17986012 0.4296782 ]
[ 0.55146462  8.11003399 -0.14188807]
[0.58248049 8.14595795 0.14255126]
[0.58746886 8.21572018 0.43166697]
[ 0.58333623  8.15792561 -0.14276069]
[0.61518174 8.18165493 0.14321445]
[0.6216203  8.26728535 0.43449312]
[ 0.66684538  8.86876011 -0.46610403]
[ 0.61922997  8.23549461 -0.14415689]
[0.64922857 8.24923134 0.14443612]
[0.65580261 8.33276272 0.43805194]
[ 0.69638872  8.84845734 -0.46516195]
[ 0.6558181   8.33295918 -0.14590211]
[0.68506551 8.33261299 0.14593703]
[0.69454092 8.44786453 0.44422761]
[ 0.7266168   8.83801174 -0.46474329]
[ 0.69391346  8.44023323 -0.14782189]
[0.72456682 8.45170593 0.14806622]
[0.73528481 8.57672596 0.45113593]
[ 0.75678033  8.82746124 -0.46432459]
[ 0.73327804  8.55331802 -0.14984637]
[0.76632988 8.58655739 0.15047464]
[0.77711415 8.70739365 0.45814896]
[ 0.78723425  8.82078743 -0.46411526]
[ 0.77272934  8.65826225 -0.15173122]
[0.80941254 8.72520256 0.15295289]
[0.81986457 8.83787251 0.46516195]
[ 0.8193112   8.83190632 -0.46484795]
[ 0.8179093   8.8167944  -0.15455851]
[0.8532806  8.8616581  0.15539624]
[0.86391819 8.97213364 0.47238433]
[ 0.88306105  9.17093945 -0.48285154]
[ 0.86708033  9.00497341 -0.15790938]
[0.89612496 8.97801399 0.15749052]
[0.91070414 9.12407875 0.48054877]
[ 0.91447312  9.16183949 -0.48253754]
[ 0.91201365  9.13719845 -0.16028289]
[0.94087225 9.12020016 0.16003858]
[0.95653236 9.27199841 0.48850378]
[ 0.95386791  9.246171   -0.48714307]
[ 0.95482624  9.25546074 -0.16241209]
[0.99476546 9.32365513 0.16366868]
[1.00372422 9.40762234 0.49583083]
[1.04999733 9.51075745 0.16701953]
[1.0474031  9.48725891 0.50022703]
[1.12122023 9.84082413 0.17288354]
[1.12053251 9.83478737 0.51875401]
